datadate,tic,conm,ajexdi,prccd
20130128,MRK,MERCK & CO,1,42.93
20130129,MRK,MERCK & CO,1,43.66
20130130,MRK,MERCK & CO,1,43.5
20130131,MRK,MERCK & CO,1,43.25
20130201,MRK,MERCK & CO,1,41.83
20130204,MRK,MERCK & CO,1,40.85
20130205,MRK,MERCK & CO,1,41.43
20130206,MRK,MERCK & CO,1,41.09
20130207,MRK,MERCK & CO,1,41
20130208,MRK,MERCK & CO,1,41.18
20130211,MRK,MERCK & CO,1,41.38
20130212,MRK,MERCK & CO,1,41.45
20130213,MRK,MERCK & CO,1,41.15
20130214,MRK,MERCK & CO,1,41.19
20130215,MRK,MERCK & CO,1,41.42
20130219,MRK,MERCK & CO,1,42.22
20130220,MRK,MERCK & CO,1,42.66
20130221,MRK,MERCK & CO,1,42.5
20130222,MRK,MERCK & CO,1,42.97
20130225,MRK,MERCK & CO,1,42.52
20130226,MRK,MERCK & CO,1,42.42
20130227,MRK,MERCK & CO,1,42.97
20130228,MRK,MERCK & CO,1,42.73
20130301,MRK,MERCK & CO,1,42.63
20130304,MRK,MERCK & CO,1,43.34
20130305,MRK,MERCK & CO,1,43.25
20130306,MRK,MERCK & CO,1,43.68
20130307,MRK,MERCK & CO,1,43.27
20130308,MRK,MERCK & CO,1,42.97
20130311,MRK,MERCK & CO,1,43.66
20130312,MRK,MERCK & CO,1,45.04
20130313,MRK,MERCK & CO,1,44.59
20130314,MRK,MERCK & CO,1,44.27
20130315,MRK,MERCK & CO,1,44.09
20130318,MRK,MERCK & CO,1,43.63
20130319,MRK,MERCK & CO,1,43.7
20130320,MRK,MERCK & CO,1,44.12
20130321,MRK,MERCK & CO,1,43.79
20130322,MRK,MERCK & CO,1,43.9
20130325,MRK,MERCK & CO,1,43.69
20130326,MRK,MERCK & CO,1,44.39
20130327,MRK,MERCK & CO,1,44.1
20130328,MRK,MERCK & CO,1,44.2
20130401,MRK,MERCK & CO,1,44.35
20130402,MRK,MERCK & CO,1,44.91
20130403,MRK,MERCK & CO,1,45.36
20130404,MRK,MERCK & CO,1,45.32
20130405,MRK,MERCK & CO,1,45.13
20130408,MRK,MERCK & CO,1,45.48
20130409,MRK,MERCK & CO,1,45.51
20130410,MRK,MERCK & CO,1,46.84
20130411,MRK,MERCK & CO,1,47.21
20130412,MRK,MERCK & CO,1,47.11
20130415,MRK,MERCK & CO,1,46.46
20130416,MRK,MERCK & CO,1,46.96
20130417,MRK,MERCK & CO,1,46.76
20130418,MRK,MERCK & CO,1,46.56
20130419,MRK,MERCK & CO,1,47.49
20130422,MRK,MERCK & CO,1,47.92
20130423,MRK,MERCK & CO,1,48.63
20130424,MRK,MERCK & CO,1,47.95
20130425,MRK,MERCK & CO,1,47.35
20130426,MRK,MERCK & CO,1,47.87
20130429,MRK,MERCK & CO,1,47.82
20130430,MRK,MERCK & CO,1,47
20130501,MRK,MERCK & CO,1,45.69
20130502,MRK,MERCK & CO,1,45.73
20130503,MRK,MERCK & CO,1,45.67
20130506,MRK,MERCK & CO,1,44.98
20130507,MRK,MERCK & CO,1,45.27
20130508,MRK,MERCK & CO,1,44.99
20130509,MRK,MERCK & CO,1,45.49
20130510,MRK,MERCK & CO,1,45.95
20130513,MRK,MERCK & CO,1,46.17
20130514,MRK,MERCK & CO,1,46.65
20130515,MRK,MERCK & CO,1,46.73
20130516,MRK,MERCK & CO,1,46.37
20130517,MRK,MERCK & CO,1,45.99
20130520,MRK,MERCK & CO,1,45.21
20130521,MRK,MERCK & CO,1,47.33
20130522,MRK,MERCK & CO,1,46.71
20130523,MRK,MERCK & CO,1,47.33
20130524,MRK,MERCK & CO,1,47.16
20130528,MRK,MERCK & CO,1,47.62
20130529,MRK,MERCK & CO,1,46.87
20130530,MRK,MERCK & CO,1,47.07
20130531,MRK,MERCK & CO,1,46.7
20130603,MRK,MERCK & CO,1,48.45
20130604,MRK,MERCK & CO,1,49.44
20130605,MRK,MERCK & CO,1,48.73
20130606,MRK,MERCK & CO,1,48.6
20130607,MRK,MERCK & CO,1,48.19
20130610,MRK,MERCK & CO,1,48.46
20130611,MRK,MERCK & CO,1,47.56
20130612,MRK,MERCK & CO,1,47.25
20130613,MRK,MERCK & CO,1,47.9
20130614,MRK,MERCK & CO,1,47.95
20130617,MRK,MERCK & CO,1,47.8
20130618,MRK,MERCK & CO,1,47.75
20130619,MRK,MERCK & CO,1,47.58
20130620,MRK,MERCK & CO,1,46.31
20130621,MRK,MERCK & CO,1,47
20130624,MRK,MERCK & CO,1,46.41
20130625,MRK,MERCK & CO,1,46.23
20130626,MRK,MERCK & CO,1,46.69
20130627,MRK,MERCK & CO,1,47.28
20130628,MRK,MERCK & CO,1,46.45
20130701,MRK,MERCK & CO,1,46.32
20130702,MRK,MERCK & CO,1,46.55
20130703,MRK,MERCK & CO,1,46.55
20130705,MRK,MERCK & CO,1,47.16
20130708,MRK,MERCK & CO,1,47.41
20130709,MRK,MERCK & CO,1,47.62
20130710,MRK,MERCK & CO,1,47.96
20130711,MRK,MERCK & CO,1,48.31
20130712,MRK,MERCK & CO,1,48.54
20130715,MRK,MERCK & CO,1,48.52
20130716,MRK,MERCK & CO,1,48.23
20130717,MRK,MERCK & CO,1,48.13
20130718,MRK,MERCK & CO,1,47.4
20130719,MRK,MERCK & CO,1,47.79
20130722,MRK,MERCK & CO,1,47.72
20130723,MRK,MERCK & CO,1,47.93
20130724,MRK,MERCK & CO,1,47.77
20130725,MRK,MERCK & CO,1,48.17
20130726,MRK,MERCK & CO,1,48.49
20130729,MRK,MERCK & CO,1,48.34
20130730,MRK,MERCK & CO,1,48.05
20130731,MRK,MERCK & CO,1,48.17
20130801,MRK,MERCK & CO,1,48.58
20130802,MRK,MERCK & CO,1,48.54
20130805,MRK,MERCK & CO,1,48.53
20130806,MRK,MERCK & CO,1,48.44
20130807,MRK,MERCK & CO,1,48.55
20130808,MRK,MERCK & CO,1,48.47
20130809,MRK,MERCK & CO,1,48.39
20130812,MRK,MERCK & CO,1,48.47
20130813,MRK,MERCK & CO,1,48.43
20130814,MRK,MERCK & CO,1,48.57
20130815,MRK,MERCK & CO,1,47.97
20130816,MRK,MERCK & CO,1,47.7
20130819,MRK,MERCK & CO,1,47.58
20130820,MRK,MERCK & CO,1,47.56
20130821,MRK,MERCK & CO,1,47.46
20130822,MRK,MERCK & CO,1,47.81
20130823,MRK,MERCK & CO,1,47.73
20130826,MRK,MERCK & CO,1,47.62
20130827,MRK,MERCK & CO,1,47.11
20130828,MRK,MERCK & CO,1,47.09
20130829,MRK,MERCK & CO,1,47.1
20130830,MRK,MERCK & CO,1,47.29
20130903,MRK,MERCK & CO,1,47.21
20130904,MRK,MERCK & CO,1,47.68
20130905,MRK,MERCK & CO,1,47.51
20130906,MRK,MERCK & CO,1,47.49
20130909,MRK,MERCK & CO,1,47.74
20130910,MRK,MERCK & CO,1,47.98
20130911,MRK,MERCK & CO,1,48.14
20130912,MRK,MERCK & CO,1,47.85
20130913,MRK,MERCK & CO,1,47.79
20130916,MRK,MERCK & CO,1,48.19
20130917,MRK,MERCK & CO,1,48.01
20130918,MRK,MERCK & CO,1,48.4
20130919,MRK,MERCK & CO,1,48.255
20130920,MRK,MERCK & CO,1,48.01
20130923,MRK,MERCK & CO,1,47.68
20130924,MRK,MERCK & CO,1,47.53
20130925,MRK,MERCK & CO,1,47.67
20130926,MRK,MERCK & CO,1,47.68
20130927,MRK,MERCK & CO,1,47.79
20130930,MRK,MERCK & CO,1,47.609
20131001,MRK,MERCK & CO,1,48.74
20131002,MRK,MERCK & CO,1,48.37
20131003,MRK,MERCK & CO,1,48.36
20131004,MRK,MERCK & CO,1,48.23
20131007,MRK,MERCK & CO,1,47.89
20131008,MRK,MERCK & CO,1,47.75
20131009,MRK,MERCK & CO,1,47.27
20131010,MRK,MERCK & CO,1,47.49
20131011,MRK,MERCK & CO,1,47.29
20131014,MRK,MERCK & CO,1,46.75
20131015,MRK,MERCK & CO,1,46.57
20131016,MRK,MERCK & CO,1,47.17
20131017,MRK,MERCK & CO,1,47.11
20131018,MRK,MERCK & CO,1,46.61
20131021,MRK,MERCK & CO,1,46.51
20131022,MRK,MERCK & CO,1,46.47
20131023,MRK,MERCK & CO,1,46.56
20131024,MRK,MERCK & CO,1,46.22
20131025,MRK,MERCK & CO,1,46.54
20131028,MRK,MERCK & CO,1,45.35
20131029,MRK,MERCK & CO,1,45.58
20131030,MRK,MERCK & CO,1,45.24
20131031,MRK,MERCK & CO,1,45.09
20131101,MRK,MERCK & CO,1,45.23
20131104,MRK,MERCK & CO,1,45.72
20131105,MRK,MERCK & CO,1,45.36
20131106,MRK,MERCK & CO,1,45.96
20131107,MRK,MERCK & CO,1,45.82
20131108,MRK,MERCK & CO,1,46.8
20131111,MRK,MERCK & CO,1,47
20131112,MRK,MERCK & CO,1,47.59
20131113,MRK,MERCK & CO,1,47.34
20131114,MRK,MERCK & CO,1,47.82
20131115,MRK,MERCK & CO,1,48.07
20131118,MRK,MERCK & CO,1,48.01
20131119,MRK,MERCK & CO,1,48.07
20131120,MRK,MERCK & CO,1,48.13
20131121,MRK,MERCK & CO,1,48.62
20131122,MRK,MERCK & CO,1,48.94
20131125,MRK,MERCK & CO,1,49.66
20131126,MRK,MERCK & CO,1,49.58
20131127,MRK,MERCK & CO,1,49.83
20131129,MRK,MERCK & CO,1,49.83
20131202,MRK,MERCK & CO,1,50.18
20131203,MRK,MERCK & CO,1,49.76
20131204,MRK,MERCK & CO,1,49.31
20131205,MRK,MERCK & CO,1,48.81
20131206,MRK,MERCK & CO,1,49.39
20131209,MRK,MERCK & CO,1,49.56
20131210,MRK,MERCK & CO,1,49.43
20131211,MRK,MERCK & CO,1,48.95
20131212,MRK,MERCK & CO,1,48.32
20131213,MRK,MERCK & CO,1,48.38
20131216,MRK,MERCK & CO,1,48.09
20131217,MRK,MERCK & CO,1,47.9
20131218,MRK,MERCK & CO,1,48.9
20131219,MRK,MERCK & CO,1,48.79
20131220,MRK,MERCK & CO,1,49.32
20131223,MRK,MERCK & CO,1,49.36
20131224,MRK,MERCK & CO,1,49.41
20131226,MRK,MERCK & CO,1,49.72
20131227,MRK,MERCK & CO,1,49.79
20131230,MRK,MERCK & CO,1,49.94
20131231,MRK,MERCK & CO,1,50.05
20140102,MRK,MERCK & CO,1,49.49
20140103,MRK,MERCK & CO,1,49.73
20140106,MRK,MERCK & CO,1,49.74
20140107,MRK,MERCK & CO,1,50.11
20140108,MRK,MERCK & CO,1,49.79
20140109,MRK,MERCK & CO,1,49.52
20140110,MRK,MERCK & CO,1,49.88
20140113,MRK,MERCK & CO,1,53.12
20140114,MRK,MERCK & CO,1,53
20140115,MRK,MERCK & CO,1,52.52
20140116,MRK,MERCK & CO,1,52.5
20140117,MRK,MERCK & CO,1,51.95
20140121,MRK,MERCK & CO,1,51.83
20140122,MRK,MERCK & CO,1,51.35
20140123,MRK,MERCK & CO,1,51.6
20140124,MRK,MERCK & CO,1,51.98
20140127,MRK,MERCK & CO,1,52.53
20140128,MRK,MERCK & CO,1,52.87
20140129,MRK,MERCK & CO,1,52.21
20140130,MRK,MERCK & CO,1,53.51
20140131,MRK,MERCK & CO,1,52.97
20140203,MRK,MERCK & CO,1,52.08
20140204,MRK,MERCK & CO,1,53.51
20140205,MRK,MERCK & CO,1,53.53
20140206,MRK,MERCK & CO,1,53.77
20140207,MRK,MERCK & CO,1,54.77
20140210,MRK,MERCK & CO,1,54.89
20140211,MRK,MERCK & CO,1,55.7
20140212,MRK,MERCK & CO,1,55
20140213,MRK,MERCK & CO,1,55.1
20140214,MRK,MERCK & CO,1,55.44
20140218,MRK,MERCK & CO,1,55.69
20140219,MRK,MERCK & CO,1,55.04
20140220,MRK,MERCK & CO,1,55.81
20140221,MRK,MERCK & CO,1,56.03
20140224,MRK,MERCK & CO,1,56.18
20140225,MRK,MERCK & CO,1,55.91
20140226,MRK,MERCK & CO,1,56.27
20140227,MRK,MERCK & CO,1,56.66
20140228,MRK,MERCK & CO,1,56.99
20140303,MRK,MERCK & CO,1,56.42
20140304,MRK,MERCK & CO,1,57.06
20140305,MRK,MERCK & CO,1,56.88
20140306,MRK,MERCK & CO,1,57.26
20140307,MRK,MERCK & CO,1,57.47
20140310,MRK,MERCK & CO,1,57.32
20140311,MRK,MERCK & CO,1,56.69
20140312,MRK,MERCK & CO,1,56.81
20140313,MRK,MERCK & CO,1,55.79
20140314,MRK,MERCK & CO,1,55.7
20140317,MRK,MERCK & CO,1,56.26
20140318,MRK,MERCK & CO,1,56.36
20140319,MRK,MERCK & CO,1,55.99
20140320,MRK,MERCK & CO,1,55.59
20140321,MRK,MERCK & CO,1,54.66
20140324,MRK,MERCK & CO,1,53.78
20140325,MRK,MERCK & CO,1,55.19
20140326,MRK,MERCK & CO,1,56.02
20140327,MRK,MERCK & CO,1,55.73
20140328,MRK,MERCK & CO,1,55.98
20140331,MRK,MERCK & CO,1,56.77
20140401,MRK,MERCK & CO,1,56.37
20140402,MRK,MERCK & CO,1,56.46
20140403,MRK,MERCK & CO,1,56.21
20140404,MRK,MERCK & CO,1,56.12
20140407,MRK,MERCK & CO,1,55.19
20140408,MRK,MERCK & CO,1,55.04
20140409,MRK,MERCK & CO,1,57.1
20140410,MRK,MERCK & CO,1,55.85
20140411,MRK,MERCK & CO,1,55.92
20140414,MRK,MERCK & CO,1,55.57
20140415,MRK,MERCK & CO,1,56.05
20140416,MRK,MERCK & CO,1,56.26
20140417,MRK,MERCK & CO,1,56.47
20140421,MRK,MERCK & CO,1,57.25
20140422,MRK,MERCK & CO,1,57.77
20140423,MRK,MERCK & CO,1,57.5
20140424,MRK,MERCK & CO,1,57.53
20140425,MRK,MERCK & CO,1,57.24
20140428,MRK,MERCK & CO,1,56.68
20140429,MRK,MERCK & CO,1,58.72
20140430,MRK,MERCK & CO,1,58.56
20140501,MRK,MERCK & CO,1,59.62
20140502,MRK,MERCK & CO,1,58.22
20140505,MRK,MERCK & CO,1,58.63
20140506,MRK,MERCK & CO,1,57.11
20140507,MRK,MERCK & CO,1,55.84
20140508,MRK,MERCK & CO,1,54.83
20140509,MRK,MERCK & CO,1,55.21
20140512,MRK,MERCK & CO,1,55.29
20140513,MRK,MERCK & CO,1,55.75
20140514,MRK,MERCK & CO,1,56.37
20140515,MRK,MERCK & CO,1,55.89
20140516,MRK,MERCK & CO,1,55.87
20140519,MRK,MERCK & CO,1,56.35
20140520,MRK,MERCK & CO,1,56
20140521,MRK,MERCK & CO,1,56.58
20140522,MRK,MERCK & CO,1,56.49
20140523,MRK,MERCK & CO,1,56.81
20140527,MRK,MERCK & CO,1,56.69
20140528,MRK,MERCK & CO,1,56.4
20140529,MRK,MERCK & CO,1,57.7
20140530,MRK,MERCK & CO,1,57.86
20140602,MRK,MERCK & CO,1,57.93
20140603,MRK,MERCK & CO,1,57.91
20140604,MRK,MERCK & CO,1,57.93
20140605,MRK,MERCK & CO,1,58.1
20140606,MRK,MERCK & CO,1,57.85
20140609,MRK,MERCK & CO,1,57.94
20140610,MRK,MERCK & CO,1,58.49
20140611,MRK,MERCK & CO,1,58.81
20140612,MRK,MERCK & CO,1,58.3
20140613,MRK,MERCK & CO,1,58.24
20140616,MRK,MERCK & CO,1,58.07
20140617,MRK,MERCK & CO,1,58.06
20140618,MRK,MERCK & CO,1,58.41
20140619,MRK,MERCK & CO,1,58.3
20140620,MRK,MERCK & CO,1,58.92
20140623,MRK,MERCK & CO,1,58.5
20140624,MRK,MERCK & CO,1,57.92
20140625,MRK,MERCK & CO,1,58.86
20140626,MRK,MERCK & CO,1,58.53
20140627,MRK,MERCK & CO,1,57.53
20140630,MRK,MERCK & CO,1,57.85
20140701,MRK,MERCK & CO,1,58.51
20140702,MRK,MERCK & CO,1,59.05
20140703,MRK,MERCK & CO,1,59.2
20140707,MRK,MERCK & CO,1,58.52
20140708,MRK,MERCK & CO,1,58.17
20140709,MRK,MERCK & CO,1,58.55
20140710,MRK,MERCK & CO,1,58.58
20140711,MRK,MERCK & CO,1,58.44
20140714,MRK,MERCK & CO,1,58.18
20140715,MRK,MERCK & CO,1,57.91
20140716,MRK,MERCK & CO,1,58.15
20140717,MRK,MERCK & CO,1,57.6
20140718,MRK,MERCK & CO,1,58.34
20140721,MRK,MERCK & CO,1,58
20140722,MRK,MERCK & CO,1,58.43
20140723,MRK,MERCK & CO,1,58.11
20140724,MRK,MERCK & CO,1,58.21
20140725,MRK,MERCK & CO,1,58.15
20140728,MRK,MERCK & CO,1,57.97
20140729,MRK,MERCK & CO,1,58.58
20140730,MRK,MERCK & CO,1,58.08
20140731,MRK,MERCK & CO,1,56.74
20140801,MRK,MERCK & CO,1,56.8
20140804,MRK,MERCK & CO,1,57.06
20140805,MRK,MERCK & CO,1,56.03
20140806,MRK,MERCK & CO,1,55.93
20140807,MRK,MERCK & CO,1,55.64
20140808,MRK,MERCK & CO,1,56.55
20140811,MRK,MERCK & CO,1,56.66
20140812,MRK,MERCK & CO,1,57.03
20140813,MRK,MERCK & CO,1,57.85
20140814,MRK,MERCK & CO,1,58.78
20140815,MRK,MERCK & CO,1,58.61
20140818,MRK,MERCK & CO,1,58.42
20140819,MRK,MERCK & CO,1,58.91
20140820,MRK,MERCK & CO,1,59.48
20140821,MRK,MERCK & CO,1,58.85
20140822,MRK,MERCK & CO,1,59.17
20140825,MRK,MERCK & CO,1,59.73
20140826,MRK,MERCK & CO,1,60.2
20140827,MRK,MERCK & CO,1,60.28
20140828,MRK,MERCK & CO,1,60
20140829,MRK,MERCK & CO,1,60.11
20140902,MRK,MERCK & CO,1,59.79
20140903,MRK,MERCK & CO,1,60.48
20140904,MRK,MERCK & CO,1,60.08
20140905,MRK,MERCK & CO,1,61.18
20140908,MRK,MERCK & CO,1,61.05
20140909,MRK,MERCK & CO,1,60.56
20140910,MRK,MERCK & CO,1,60.76
20140911,MRK,MERCK & CO,1,60.1
20140912,MRK,MERCK & CO,1,59.55
20140915,MRK,MERCK & CO,1,59.52
20140916,MRK,MERCK & CO,1,59.99
20140917,MRK,MERCK & CO,1,59.88
20140918,MRK,MERCK & CO,1,60.31
20140919,MRK,MERCK & CO,1,60.49
20140922,MRK,MERCK & CO,1,60.58
20140923,MRK,MERCK & CO,1,60.28
20140924,MRK,MERCK & CO,1,60.36
20140925,MRK,MERCK & CO,1,59.64
20140926,MRK,MERCK & CO,1,59.39
20140929,MRK,MERCK & CO,1,59.41
20140930,MRK,MERCK & CO,1,59.28
20141001,MRK,MERCK & CO,1,58.71
20141002,MRK,MERCK & CO,1,58.85
20141003,MRK,MERCK & CO,1,59.9
20141006,MRK,MERCK & CO,1,59.58
20141007,MRK,MERCK & CO,1,58.46
20141008,MRK,MERCK & CO,1,60.18
20141009,MRK,MERCK & CO,1,59.21
20141010,MRK,MERCK & CO,1,58.66
20141013,MRK,MERCK & CO,1,56.14
20141014,MRK,MERCK & CO,1,56.33
20141015,MRK,MERCK & CO,1,54.73
20141016,MRK,MERCK & CO,1,53.43
20141017,MRK,MERCK & CO,1,54.02
20141020,MRK,MERCK & CO,1,54.05
20141021,MRK,MERCK & CO,1,55.13
20141022,MRK,MERCK & CO,1,55.51
20141023,MRK,MERCK & CO,1,56.63
20141024,MRK,MERCK & CO,1,57.61
20141027,MRK,MERCK & CO,1,56.45
20141028,MRK,MERCK & CO,1,55.85
20141029,MRK,MERCK & CO,1,56.2
20141030,MRK,MERCK & CO,1,57.31
20141031,MRK,MERCK & CO,1,57.94
20141103,MRK,MERCK & CO,1,58.92
20141104,MRK,MERCK & CO,1,59.37
20141105,MRK,MERCK & CO,1,59.57
20141106,MRK,MERCK & CO,1,59.26
20141107,MRK,MERCK & CO,1,59.34
20141110,MRK,MERCK & CO,1,58.81
20141111,MRK,MERCK & CO,1,59.37
20141112,MRK,MERCK & CO,1,59.31
20141113,MRK,MERCK & CO,1,59.54
20141114,MRK,MERCK & CO,1,59.07
20141117,MRK,MERCK & CO,1,59.46
20141118,MRK,MERCK & CO,1,59.89
20141119,MRK,MERCK & CO,1,59.64
20141120,MRK,MERCK & CO,1,59.38
20141121,MRK,MERCK & CO,1,59.66
20141124,MRK,MERCK & CO,1,59.25
20141125,MRK,MERCK & CO,1,59.34
20141126,MRK,MERCK & CO,1,59.75
20141128,MRK,MERCK & CO,1,60.4
20141201,MRK,MERCK & CO,1,60.52
20141202,MRK,MERCK & CO,1,60.78
20141203,MRK,MERCK & CO,1,60.58
20141204,MRK,MERCK & CO,1,60.92
20141205,MRK,MERCK & CO,1,61.49
20141208,MRK,MERCK & CO,1,61.88
20141209,MRK,MERCK & CO,1,60.01
20141210,MRK,MERCK & CO,1,59.98
20141211,MRK,MERCK & CO,1,59.34
20141212,MRK,MERCK & CO,1,57.72
20141215,MRK,MERCK & CO,1,56.95
20141216,MRK,MERCK & CO,1,56.8
20141217,MRK,MERCK & CO,1,57.63
20141218,MRK,MERCK & CO,1,58.98
20141219,MRK,MERCK & CO,1,59.58
20141222,MRK,MERCK & CO,1,58.96
20141223,MRK,MERCK & CO,1,57.21
20141224,MRK,MERCK & CO,1,57.46
20141226,MRK,MERCK & CO,1,57.78
20141229,MRK,MERCK & CO,1,57.73
20141230,MRK,MERCK & CO,1,57.65
20141231,MRK,MERCK & CO,1,56.79
20150102,MRK,MERCK & CO,1,57.19
20150105,MRK,MERCK & CO,1,58.04
20150106,MRK,MERCK & CO,1,60.32
20150107,MRK,MERCK & CO,1,61.61
20150108,MRK,MERCK & CO,1,62.85
20150109,MRK,MERCK & CO,1,62.56
20150112,MRK,MERCK & CO,1,62.3
20150113,MRK,MERCK & CO,1,62.19
20150114,MRK,MERCK & CO,1,62.64
20150115,MRK,MERCK & CO,1,61.88
20150116,MRK,MERCK & CO,1,63.03
20150120,MRK,MERCK & CO,1,62.61
20150121,MRK,MERCK & CO,1,62.16
20150122,MRK,MERCK & CO,1,62.59
20150123,MRK,MERCK & CO,1,62.49
20150126,MRK,MERCK & CO,1,62.82
20150127,MRK,MERCK & CO,1,62.56
20150128,MRK,MERCK & CO,1,61.45
20150129,MRK,MERCK & CO,1,62.09
20150130,MRK,MERCK & CO,1,60.28
20150202,MRK,MERCK & CO,1,60.88
20150203,MRK,MERCK & CO,1,61.02
20150204,MRK,MERCK & CO,1,59.05
20150205,MRK,MERCK & CO,1,59.17
20150206,MRK,MERCK & CO,1,58.79
20150209,MRK,MERCK & CO,1,58.33
20150210,MRK,MERCK & CO,1,58.85
20150211,MRK,MERCK & CO,1,58.74
20150212,MRK,MERCK & CO,1,58.88
20150213,MRK,MERCK & CO,1,58.81
20150217,MRK,MERCK & CO,1,58.79
20150218,MRK,MERCK & CO,1,58.8
20150219,MRK,MERCK & CO,1,58.3
20150220,MRK,MERCK & CO,1,58.35
20150223,MRK,MERCK & CO,1,58.3
20150224,MRK,MERCK & CO,1,58.36
20150225,MRK,MERCK & CO,1,58.49
20150226,MRK,MERCK & CO,1,58.96
20150227,MRK,MERCK & CO,1,58.54
20150302,MRK,MERCK & CO,1,58.58
20150303,MRK,MERCK & CO,1,58.34
20150304,MRK,MERCK & CO,1,57.88
20150305,MRK,MERCK & CO,1,57.98
20150306,MRK,MERCK & CO,1,56.84
20150309,MRK,MERCK & CO,1,57.26
20150310,MRK,MERCK & CO,1,56.58
20150311,MRK,MERCK & CO,1,56.06
20150312,MRK,MERCK & CO,1,56.17
20150313,MRK,MERCK & CO,1,56.2
20150316,MRK,MERCK & CO,1,57.12
20150317,MRK,MERCK & CO,1,56.47
20150318,MRK,MERCK & CO,1,57.65
20150319,MRK,MERCK & CO,1,58.21
20150320,MRK,MERCK & CO,1,58.58
20150323,MRK,MERCK & CO,1,58.73
20150324,MRK,MERCK & CO,1,58.63
20150325,MRK,MERCK & CO,1,58.26
20150326,MRK,MERCK & CO,1,57.6
20150327,MRK,MERCK & CO,1,57.75
20150330,MRK,MERCK & CO,1,58.34
20150331,MRK,MERCK & CO,1,57.48
20150401,MRK,MERCK & CO,1,56.86
20150402,MRK,MERCK & CO,1,57.1
20150406,MRK,MERCK & CO,1,57.18
20150407,MRK,MERCK & CO,1,57.43
20150408,MRK,MERCK & CO,1,57.15
20150409,MRK,MERCK & CO,1,57.43
20150410,MRK,MERCK & CO,1,57.25
20150413,MRK,MERCK & CO,1,56.73
20150414,MRK,MERCK & CO,1,57.76
20150415,MRK,MERCK & CO,1,58.45
20150416,MRK,MERCK & CO,1,57.84
20150417,MRK,MERCK & CO,1,56.88
20150420,MRK,MERCK & CO,1,57.61
20150421,MRK,MERCK & CO,1,57.66
20150422,MRK,MERCK & CO,1,57.69
20150423,MRK,MERCK & CO,1,57.51
20150424,MRK,MERCK & CO,1,57.6
20150427,MRK,MERCK & CO,1,57.1
20150428,MRK,MERCK & CO,1,59.98
20150429,MRK,MERCK & CO,1,59.68
20150430,MRK,MERCK & CO,1,59.56
20150501,MRK,MERCK & CO,1,59.86
20150504,MRK,MERCK & CO,1,60.64
20150505,MRK,MERCK & CO,1,60.49
20150506,MRK,MERCK & CO,1,60.26
20150507,MRK,MERCK & CO,1,60.3
20150508,MRK,MERCK & CO,1,60.74
20150511,MRK,MERCK & CO,1,60
20150512,MRK,MERCK & CO,1,59.44
20150513,MRK,MERCK & CO,1,59.18
20150514,MRK,MERCK & CO,1,59.78
20150515,MRK,MERCK & CO,1,60.23
20150518,MRK,MERCK & CO,1,60.01
20150519,MRK,MERCK & CO,1,60.52
20150520,MRK,MERCK & CO,1,60.46
20150521,MRK,MERCK & CO,1,60.1
20150522,MRK,MERCK & CO,1,59.38
20150526,MRK,MERCK & CO,1,58.97
20150527,MRK,MERCK & CO,1,59.46
20150528,MRK,MERCK & CO,1,59.7
20150529,MRK,MERCK & CO,1,60.89
20150601,MRK,MERCK & CO,1,60.75
20150602,MRK,MERCK & CO,1,60.24
20150603,MRK,MERCK & CO,1,60.39
20150604,MRK,MERCK & CO,1,59.47
20150605,MRK,MERCK & CO,1,58.99
20150608,MRK,MERCK & CO,1,58.87
20150609,MRK,MERCK & CO,1,58.84
20150610,MRK,MERCK & CO,1,59.61
20150611,MRK,MERCK & CO,1,58.91
20150612,MRK,MERCK & CO,1,57.87
20150615,MRK,MERCK & CO,1,57.12
20150616,MRK,MERCK & CO,1,57.71
20150617,MRK,MERCK & CO,1,57.91
20150618,MRK,MERCK & CO,1,58.59
20150619,MRK,MERCK & CO,1,58.04
20150622,MRK,MERCK & CO,1,58.83
20150623,MRK,MERCK & CO,1,59.03
20150624,MRK,MERCK & CO,1,58.24
20150625,MRK,MERCK & CO,1,57.9
20150626,MRK,MERCK & CO,1,58.49
20150629,MRK,MERCK & CO,1,57.29
20150630,MRK,MERCK & CO,1,56.93
20150701,MRK,MERCK & CO,1,57.6
20150702,MRK,MERCK & CO,1,57.67
20150706,MRK,MERCK & CO,1,57.55
20150707,MRK,MERCK & CO,1,57.99
20150708,MRK,MERCK & CO,1,57.35
20150709,MRK,MERCK & CO,1,57.38
20150710,MRK,MERCK & CO,1,57.95
20150713,MRK,MERCK & CO,1,57.87
20150714,MRK,MERCK & CO,1,58.19
20150715,MRK,MERCK & CO,1,58.22
20150716,MRK,MERCK & CO,1,58.82
20150717,MRK,MERCK & CO,1,58.82
20150720,MRK,MERCK & CO,1,59
20150721,MRK,MERCK & CO,1,58.67
20150722,MRK,MERCK & CO,1,58.13
20150723,MRK,MERCK & CO,1,58.07
20150724,MRK,MERCK & CO,1,57.41
20150727,MRK,MERCK & CO,1,56.99
20150728,MRK,MERCK & CO,1,57.52
20150729,MRK,MERCK & CO,1,58.54
20150730,MRK,MERCK & CO,1,58.52
20150731,MRK,MERCK & CO,1,58.96
20150803,MRK,MERCK & CO,1,59.05
20150804,MRK,MERCK & CO,1,58.7
20150805,MRK,MERCK & CO,1,59.1
